,State,District,City,Temple,Change
1569,Uttar Pradesh, Farrukhabad , Kannauj,Dargãh of Bãbã Hãji Pîr, Temple site.
1570,Uttar Pradesh, Farrukhabad , Kannauj,Masjid (1663-64), Temple site.
1571,Uttar Pradesh, Farrukhabad , Kannauj,Dargãh of Bãlã Pîr, Temple site.
1572,Uttar Pradesh, Farrukhabad , Rajgirhar,Mazãr of Shykh Akhî Jamshed, Temple site.
1573,Uttar Pradesh, Farrukhabad , Shamsabad,All Masjids and Mazãrs, Temple sites.
1574,Uttar Pradesh, Fatehpur , Haswa,Idgãh (1650-51), Temple site.
1575,Uttar Pradesh, Fatehpur , Hathgaon,Jayachandi Masjid, Temple materials used.
1576,Uttar Pradesh, Fatehpur , Hathgaon,Dargãh of Burhãn Shahîd, Temple site.
1577,Uttar Pradesh, Fatehpur , Kora (Jahanabad),Daraãh of Khwãja Karrak, Temple site.
1578,Uttar Pradesh, Fatehpur , Kora (Jahanabad),Jãmi‘ Masjid (1688-89), Temple site.
1579,Uttar Pradesh, Fatehpur , Kot,"Lãdin-ki-Masjid (built in 1198-99, reconstructed in 1296)", Temple site.
1580,Uttar Pradesh, Fyzabad , Akbarpur,Qalã-kî-Masjid, Temple site.
1581,Uttar Pradesh, Fyzabad , Akbarpur,Masjid (1660-61), Temple site.
1582,Uttar Pradesh, Fyzabad , Ayodhya,Bãbarî Masjid, RAma-Janmabhûmi Temple site.
1583,Uttar Pradesh, Fyzabad , Ayodhya,Masjid built by Aurangzeb, Swargadvãra Temple site.
1584,Uttar Pradesh, Fyzabad , Ayodhya,Masjid built by Aurangzeb, Tretã-kã-Thãkur Temple site.
1585,Uttar Pradesh, Fyzabad , Ayodhya,Mazãr of Shãh Jurãn Ghurî, Temple site.
1586,Uttar Pradesh, Fyzabad , Ayodhya,Mazãrs of Sîr Paighambar and Ayûb Paighambar near Maniparvat, On the site of a
1587,Uttar Pradesh, Fyzabad , Fyzabad,Imãmbãrã, Temple site.
1588,Uttar Pradesh, Fyzabad , Hatila,Mazãr of a Ghãzî, Ašokanãtha Mahãdeva. Temple site.
1589,Uttar Pradesh, Fyzabad , Kichauchha,Dargãh of Makhdûm Ashraf in nearby Rasulpur, Temple site.
1590,Uttar Pradesh, Ghazipur , Bhitri,Masjid and Mazãr, Temple materials used.
1591,Uttar Pradesh, Ghazipur , Bhitri,Idgãh, Temple site.
1592,Uttar Pradesh, Ghazipur , Bhitri,Bridge below the Idgãh, Buddhist Temple materials used.
1593,Uttar Pradesh, Ghazipur , Ghazipur,Mazãr and Masjid, Temple site.
1594,Uttar Pradesh, Ghazipur , Ghazipur,Chahal Sitûn Palace, Temple site.
1595,Uttar Pradesh, Ghazipur , Hingtar,Qala-kî-Masjid, Temple materials used.
1596,Uttar Pradesh, Ghazipur , Hingtar,Fort, Temple materials used.
1597,Uttar Pradesh, Ghazipur , Khagrol,Bãrã Khambã or Dargãh of Shykh Ambar, Temple site.
1598,Uttar Pradesh, Ghazipur , Saidpur,Two Dargãhs, Converted Buddhist Temples.
1599,Uttar Pradesh, Gonda ,Sahet-Mahet (Šrãvastî),Maqbara, On the plinth of Sobhnãth Jain Temple.
1600,Uttar Pradesh, Gonda ,Sahet-Mahet (Šrãvastî),Mazãr of Mîrãn Sayyid, On the ruins a Buddhist Vihãra.
1601,Uttar Pradesh, Gonda ,Sahet-Mahet (Šrãvastî),Imlî Darwãzã, Temple materials used.
1602,Uttar Pradesh, Gonda ,Sahet-Mahet (Šrãvastî),Karbalã Darwãzã, Temple materials used.
1603,Uttar Pradesh, Gorakhpur , Gorakhpur,Imãmbãrã, Temple site.
1604,Uttar Pradesh, Gorakhpur , Lar,Several Masjids, Temple sites.
1605,Uttar Pradesh, Gorakhpur , Pava,Karbalã, On the ruins of a Buddhist Stûpa.
1606,Uttar Pradesh, Hamirpur District, Mahoba,Masjid outside Bhainsa Darwaza of the Fort (1322), Converted temple.
1607,Uttar Pradesh, Hamirpur District, Mahoba,Masjid built on a part of the Palace of Parmardideva on the Hill, Temple materials
1608,Uttar Pradesh, Hamirpur District, Mahoba,Two Maqbaras, Temple materials used.
1609,Uttar Pradesh, Hamirpur District, Mahoba,Dargãh of Pîr Muhammad Shãh, Converted Siva temple.
1610,Uttar Pradesh, Hamirpur District, Mahoba,Dargãh of MubArak Shãh and Graveyard nearby, Contain no less than 310 pillar
1611,Uttar Pradesh, Hamirpur District, Rath,Two Maqbaras, Temple materials used.
1612,Uttar Pradesh, Hardoi , Bilgram,Sayyidoñ-kî-Masjid, Temple materials used.
1613,Uttar Pradesh, Hardoi , Bilgram,Jãmi‘ Masjid (1438), Temple materials used.
1614,Uttar Pradesh, Hardoi , Bilgram,Several other Masjids and Dargãhs, Temple materials used.
1615,Uttar Pradesh, Hardoi , Gopamau,Several Masjids, Temple sites.
1616,Uttar Pradesh, Hardoi , Pihani,Abdul Gafûr-kî-Masjid, Temple site.
1617,Uttar Pradesh, Hardoi , Pihani,Dargãh of Sadr-i-Jahãn (1647-48), Temple site.
1618,Uttar Pradesh, Hardoi , Sandila,Qadîm Masjid, Temple site.
1619,Uttar Pradesh, Hardoi , Sandila,Mazãr in Bãrah Khambã, Temple site.
1620,Uttar Pradesh, Jalaun , Kalpi,Chaurãsî Gumbad complex of tombs, Many temple sites.
1621,Uttar Pradesh, Jalaun , Kalpi,Dargãh of Shãh Abdul Fath Alãi Quraishi (1449), Temple site.
1622,Uttar Pradesh, Jalaun , Kalpi,Dargãh of Shãh Bãbû Hãjî Samad (1529), Temple site.
1623,Uttar Pradesh, Jalaun , Kalpi,DeoDhi or Jãmi‘ Masjid (1554), Temple site.
1624,Uttar Pradesh, Jalaun , Katra,Masjid (1649), Temple site.
1625,Uttar Pradesh, Jaunpur , Jaunpur,Atãlã Masjid (1408), Atala DevI Temple materials used.
1626,Uttar Pradesh, Jaunpur , Jaunpur,Daribã Masjid, Vijayachandra’s Temple materials used.
1627,Uttar Pradesh, Jaunpur , Jaunpur,Jhãñjarî Masjid, Jayachandra’s Temple materials used.
1628,Uttar Pradesh, Jaunpur , Jaunpur,Lãl Darwãzã Masjid, Temple materials from the Višvešvara Temple at Varanasi
1629,Uttar Pradesh, Jaunpur , Jaunpur,HammAm Darwãzã Masjid (1567-68), Temple materials used.
1630,Uttar Pradesh, Jaunpur , Jaunpur,Ibrãhîm Bãrbak-kî-Masjid inside the Fort (1360), Temple materials used.
1631,Uttar Pradesh, Jaunpur , Jaunpur,Jãmi‘ Masjid, Pãtãla Devî Temple site.
1632,Uttar Pradesh, Jaunpur , Jaunpur,Fort, Temple materials used.
1633,Uttar Pradesh, Jaunpur , Jaunpur,Akbarî Bridge on the Gomatî, Temple materials used.
1634,Uttar Pradesh, Jaunpur , Jaunpur,Khãlis Mukhlis or Chãr Angulî Masjid, Temple site.
1635,Uttar Pradesh, Jaunpur , Jaunpur,Khãn Jahãn-kî-Masjid (1364), Temple site.
1636,Uttar Pradesh, Jaunpur , Jaunpur,Rauzã of Shãh Fîruz, Temple site.
1637,Uttar Pradesh, Jaunpur , Machhlishahar,Jãmi‘ Masjid, Temple site.
1638,Uttar Pradesh, Jaunpur , Machhlishahar,Karbalã, Temple site.
1639,Uttar Pradesh, Jaunpur , Machhlishahar,Sixteen other Masjids, Temple sites.
1640,Uttar Pradesh, Jaunpur , Shahganj,Dargãh of Shãh Hazrat Alî, Temple site.
1641,Uttar Pradesh, Jaunpur , Zafarabad,Masjid and Dargãh of Makhdûm Shah (1311 or 1321), Temple materials used.
1642,Uttar Pradesh, Jaunpur , Zafarabad,Ibrãhîm Barbak-kî-Masjid, Converted temple.
1643,Uttar Pradesh, Jaunpur , Zafarabad,Zafar Khãn-kî-Masjid (1397), Converted temple.
1644,Uttar Pradesh, Jaunpur , Zafarabad,Ganj-i-Shahîdãn, Temple materials used.
1645,Uttar Pradesh, Jaunpur , Zafarabad,Fort, Temple materials used.
1646,Uttar Pradesh, Jaunpur , Zafarabad,Early Sharqî buildings including many Maqbaras, Temple materials used.
1647,Uttar Pradesh, Jaunpur , Zafarabad,Dargãh of Asaru’d-Dîn, Temple materials used.
1648,Uttar Pradesh, Jhansi , Irich,Jãmi‘ Masjid (1412), Temple materials used.
1649,Uttar Pradesh, Jhansi , Lalitpur,Bãsã Masjid (1358), Materials of four temples used.
1650,Uttar Pradesh, Jhansi , Talbhat,Masjid (1405), Temple site.
1651,Uttar Pradesh, Jhansi , Talbhat,Dargãh of Pîr Tãj Bãj, Temple site.
1652,Uttar Pradesh, Kanpur , Jajmau,Dargãh of Alãu’d-Dîn Makhdûm Shãh (1360), Temple site.
1653,Uttar Pradesh, Kanpur , Jajmau,Idgãh (1307), Temple site.
1654,Uttar Pradesh, Kanpur , Jajmau,Qalã-kî-Masjid, Temple site.
1655,Uttar Pradesh, Kanpur , Jajmau,Jãmi‘ Masjid (renovated in 1682), Temple site.
1656,Uttar Pradesh, Kanpur , Makanpur,Mazãr of Shãh Madãr, Converted temple.
1657,Uttar Pradesh, Lucknow , Kakori,Jhãñjharî Rauza of Makhdûm Nizãmu’d-Dîn, Temple materials used.
1658,Uttar Pradesh, Lucknow , Lucknow,Tîlewãlî, Masjid Temple site.
1659,Uttar Pradesh, Lucknow , Lucknow,Ãsafu’d-Daula Imambara, Temple site.
1660,Uttar Pradesh, Lucknow , Lucknow,Dargãh of Shãh Muhammad Pîr on Lakshmana Tila renamed Pir Muhammad Hill,
1661,Uttar Pradesh, Lucknow , Lucknow,Mazãr of Shykh Ibrãhîm Chishtî Rahmatullãh, Temple materials used.
1662,Uttar Pradesh, Lucknow , Lucknow,Nadan Mahal or Maqbara of Shykh Abdu’r-Rahîm, Temple site.
1663,Uttar Pradesh, Lucknow , Lucknow,Machchi Bhavan, Temple sites.
1664,Uttar Pradesh, Lucknow , Musanagar,Masjid (1662-63), Temple site.
1665,Uttar Pradesh, Lucknow , Nimsar,Fort, Temple materials used.
1666,Uttar Pradesh, Lucknow , Rasulpur,Masjid (1690-91), Temple site.
1667,Uttar Pradesh, Mainpuri ,Rapri,Jãmi‘ Masjid, Temple site.
1668,Uttar Pradesh, Mainpuri ,Rapri,Idgãh (1312), Temple site.
1669,Uttar Pradesh, Mainpuri ,Rapri,Dargãh of Pîr Faddû, Temple site.
1670,Uttar Pradesh, Mathura , Mahaban,Assî Khambã Masjid, Converted temple.
1671,Uttar Pradesh, Mathura , Mathura,Idgãh on the Katrã Mound, Kešvadeva. Temple site.
1672,Uttar Pradesh, Mathura , Mathura,Jãmi‘ Masjid built by Abdu’n-nabi (1662), Temple materials used.
1673,Uttar Pradesh, Mathura , Mathura,Mazãr of Shykh Farîd, Temple materials used.
1674,Uttar Pradesh, Mathura , Mathura,Mazãr of Makhdûm Shãh Wilãyat at Sami Ghat, Temple materials used.
1675,Uttar Pradesh, Mathura , Naujhil,Dargãh of Makhdûm Shykh Saheti Sãhib, Temple materials used.
1676,Uttar Pradesh, Mecrut , Barnawa,Humãyun’s Masjid (1538-39), Temple site.
1677,Uttar Pradesh, Mecrut , Garhmuktesar,Masjid (1283), Temple site.
1678,Uttar Pradesh, Mecrut , Hapur,Jãmi‘ Masjid (1670-71), Temple site.
1679,Uttar Pradesh, Mecrut , Jalali,Jãmi‘ Masjid (1266-67), Temple materials used.
1680,Uttar Pradesh, Mecrut , Meerut,Jãmi‘ Masjid, Stands on the ruins of a Buddhist Vihãra.
1681,Uttar Pradesh, Mecrut , Meerut,Dargãh at Nauchandi, Nauchandî Devî Temple site.
1682,Uttar Pradesh, Mecrut , Phalauda,Dargãh of Qutb Shãh, Temple site.
1683,Uttar Pradesh, Mirzapur , Bhuli,Masjid in Dakhni Tola, Temple site.
1684,Uttar Pradesh, Mirzapur , Chunar,Mazãr of Shãh Qãsim Sulaimãn, Temple site.
1685,Uttar Pradesh, Mirzapur , Chunar,Fort, Temple materials used.
1686,Uttar Pradesh, Mirzapur , Mirzapur,Several Masjids, Temple sites.
1687,Uttar Pradesh, Moradabad , Amroha,Jãmi‘ Masjid, Converted temple.
1688,Uttar Pradesh, Moradabad , Amroha,Dargãh and Masjid of Shykh Saddû, Temple site.
1689,Uttar Pradesh, Moradabad , Amroha,Dargãh of Shykh Wilãyat, Temple site.
1690,Uttar Pradesh, Moradabad , Amroha,Masjid (1557-58), Temple site.
1691,Uttar Pradesh, Moradabad , Amroha,Many other Masjids, Temple sites.
1692,Uttar Pradesh, Moradabad , Azampur,Masjid (1555-56), Temple site.
1693,Uttar Pradesh, Moradabad , Bachhraon,Several Masjids, Temple sites.
1694,Uttar Pradesh, Moradabad , Moradabad,Jãmi‘ Masjid (1630), Temple site.
1695,Uttar Pradesh, Moradabad , Mughalpura-Agwanpur,Masjid (1695-96), Temple site.
1696,Uttar Pradesh, Moradabad , Sirsi,Qadîmî Masjid, Temple site.
1697,Uttar Pradesh, Moradabad , Ujhari,Mazãr of Shykh Da‘ûd, Temple site.
1698,Uttar Pradesh, Moradabad , Sambhal,Jãmi‘ Masjid, Converted VishNu Temple.
1699,Uttar Pradesh, Moradabad , Sambhal,Masjid in Sarai Tarim (1503), Temple site.
1700,Uttar Pradesh, Moradabad , Sambhal,Mazãr of Miãn Hãtim Sambhali, Temple site.
1701,Uttar Pradesh, Moradabad , Sambhal,Mazãr of Shykh Panjû, Temple site.
1702,Uttar Pradesh, Muzaffarnagar , Daira Din Panah,Mazãr of Sayyid Dîn Panãh, Temple site.
1703,Uttar Pradesh, Muzaffarnagar , Ghausgah,Fort and Masjid, Temple materials used.
1704,Uttar Pradesh, Muzaffarnagar , Jhinjhana,Dargãh (1495), Temple site.
1705,Uttar Pradesh, Muzaffarnagar , Jhinjhana,Masjid and Mazãr of Shãh Abdul Razzãq (1623), Temple site.
1706,Uttar Pradesh, Muzaffarnagar , Kairana,Dargãh, Temple site.
1707,Uttar Pradesh, Muzaffarnagar , Kairana,Masjid (1551), Temple site.
1708,Uttar Pradesh, Muzaffarnagar , Kairana,Masjid (1553-54), Temple site.
1709,Uttar Pradesh, Muzaffarnagar , Kairana,Masjid (1617-18), Temple site.
1710,Uttar Pradesh, Muzaffarnagar , Kairana,Masjid (1630-31), Temple site.
1711,Uttar Pradesh, Muzaffarnagar , Kairana,Masjid (1651-52), Temple site.
1712,Uttar Pradesh, Muzaffarnagar , Majhera,Masjid and Mazãr of Umar Nûr, Temple site.
1713,Uttar Pradesh, Muzaffarnagar , Sambhalhera,Two Masjids (1631-32), Temple site.
1714,Uttar Pradesh, Muzaffarnagar , Thana Bhawan,Masjid (1702-03), Temple site.
1715,Uttar Pradesh, Pratapgarh ,Manikpur,Many Masjids and Mazãrs, On the ruins of demolished temples.
1716,Uttar Pradesh, Rae Bareli , Datmau,Idgãh (1357-58), Temple site.
1717,Uttar Pradesh, Rae Bareli , Datmau,Fort, On the ruins of Buddhist Stûpas.
1718,Uttar Pradesh, Rae Bareli , Datmau,Masjid (1616), Temple site.
1719,Uttar Pradesh, Rae Bareli , Jais,Jãmi‘ Masjid, Temple materials used.
1720,Uttar Pradesh, Rae Bareli , Jais,Masjid (1674-75), Temple site.
1721,Uttar Pradesh, Rae Bareli , Rae Bareli,Jãmi‘ Masjid, Temple site.
1722,Uttar Pradesh, Rae Bareli , Rae Bareli,Jahãn Khãn Masjid, Temple site.
1723,Uttar Pradesh, Rae Bareli , Rae Bareli,Dargãh of Makhdûm Sayyid Jãfari, Temple site.
1724,Uttar Pradesh, Rae Bareli , Rae Bareli,Fort, Temple materials used.
1725,Uttar Pradesh, Saharanpur , Ambahata,Masjid (1533-34), Temple site.
1726,Uttar Pradesh, Saharanpur , Ambahata,Masjid (1534-35), Temple site.
1727,Uttar Pradesh, Saharanpur , Deoband,Masjid (1510), Temple site.
1728,Uttar Pradesh, Saharanpur , Deoband,Masjid (1557), Temple site.
1729,Uttar Pradesh, Saharanpur , Deoband,Jãmi‘ Masjid (1677-78), Temple site.
1730,Uttar Pradesh, Saharanpur , Gangoh,Mazãr of Shykh Abdul Quddûs, Temple site.
1731,Uttar Pradesh, Saharanpur , Gangoh,Three Masjids, Temple sites.
1732,Uttar Pradesh, Saharanpur , Jaurasi,Masjid (1675-76), Temple site.
1733,Uttar Pradesh, Saharanpur , Manglaur,Masjid (1285), Temple site.
1734,Uttar Pradesh, Saharanpur , Manglaur,Dargãh of Shãh Wilãyat, Temple site.
1735,Uttar Pradesh, Saharanpur , Rampur,Mazãr of Shykh Ibrãhîm, Temple site.
1736,Uttar Pradesh, Saharanpur , Saharanpur,Jãmi‘ Masjid, Temple site.
1737,Uttar Pradesh, Saharanpur , Sakrauda,Dargãh of Shãh Ruknu’d-Dîn or Shãh Nachchan, Temple site.
1738,Uttar Pradesh, Saharanpur , Sirsawa,Mazãr of Pîr Kilkilî Shãh, On top of temples destroyed.
1739,Uttar Pradesh, Shahjahanpur , Kursi,Masjid (1652), Temple site.
1740,Uttar Pradesh, Shahjahanpur , Shahjahanpur,Bahadur Khãn-kî-Masjid (1647), Temple site.
1741,Uttar Pradesh, Sitapur , Biswan,Masjid (1637-38), Temple site.
1742,Uttar Pradesh, Sitapur , Khairabad,Several Masjids, Temple sites.
1743,Uttar Pradesh, Sitapur , Laharpur,Mazãr of Shykh Abdu’r-Rahmãn, Temple site.
1744,Uttar Pradesh, Sultanpur , Amethi,Mazãr of Shykh Abdul Hasan, Temple site.
1745,Uttar Pradesh, Sultanpur , Isuli,Jãmi‘ Masjid (1646-47), Temple site.
1746,Uttar Pradesh, Sultanpur , Isuli,Mazãr of Sayyid Ashraf Jahãngîr Simnãnî, Temple site.
1747,Uttar Pradesh, Unao , Bangarmau,BaDi Dargãh of Alãu’d-Dîn Ghanaun (1320), Temple materials used.
1748,Uttar Pradesh, Unao , Bangarmau,Dargãh of Jalãlu’d-DIn (d, 1302). Temple site.
1749,Uttar Pradesh, Unao , Bangarmau,ChhoTî Dargãh (1374), Temple site.
1750,Uttar Pradesh, Unao , Bangarmau,Jãmi‘ Masjid (1384), Temple site.
1751,Uttar Pradesh, Unao , Rasulabad,Alamgîrî Masjid, Temple site.
1752,Uttar Pradesh, Unao , Safipur,Dargãh of Shãh Shafî, Temple materials used.
1753,Uttar Pradesh, Unao , Safipur,Dargãh of Qudratu’llãh, Temple materials used.
1754,Uttar Pradesh, Unao , Safipur,Dargãh of Fahîmu’llãh, Temple materials used.
1755,Uttar Pradesh, Unao , Safipur,Dargãh of Hãfizu’llãh, Temple materials used.
1756,Uttar Pradesh, Unao , Safipur,Dargãh of Abdu’llãh, Temple materials used.
1757,Uttar Pradesh, Unao , Safipur,Fourteen Masjids, Temple sites.
1758,Uttar Pradesh, Varanasi , Asla,Shãh Jahãnî Masjid, Temple site.
1759,Uttar Pradesh, Varanasi , Varanasi,Masjid at Gyanavapi, Višvešvara Temple material used.
1760,Uttar Pradesh, Varanasi , Varanasi,Masjid at Panchaganga Ghat, KirîTavišvešvara Temple materials used.
1761,Uttar Pradesh, Varanasi , Varanasi,Masjid and Dargãh of Sayyid Fakhru’d-Dîn Sãhib Alvî (1375) Temple site,
1762,Uttar Pradesh, Varanasi , Varanasi,Bindu Madhava Masjid (1669), Converted Biñdu-Mãdhava Temple.
1763,Uttar Pradesh, Varanasi , Varanasi,Masjid and Mazãr at Bakariya Kund, Temple materials used.
1764,Uttar Pradesh, Varanasi , Varanasi,ADhãi Kãñgrã-kî-Masjid in Adampura, Temple site.
1765,Uttar Pradesh, Varanasi , Varanasi,Darharã Masjid, Temple site.
1766,Uttar Pradesh, Varanasi , Varanasi,Mazãr of Lãl Khãn at Rajghat, Temple site.
